Message,Category
"क्या मैं पासपोर्ट नोट भूल गया? मैं घोड़ा चाहता हूं, मुझे जगाना है, मैं तुम्हारे लिए तरसता हूं... लेकिन सबसे ज्यादा... मैं सच्चा प्यार करता हूं मेरे प्यारे अरब घोड़े... दोस्तम... स्वादिष्ट",ham
आप किसे देख रहे हैं?,ham
महान! मुझसे उम्मीद है कि आपका अपना आदमी अच्छी तरह से राशी पसंद आएगा। मैं &lt;#&gt; मैं हूँ...,ham
कोई कॉल नहीं..संदेश नहीं..मिस्ड कॉल,ham
क्या आपको नाइजीरिया में हेप बी टीकाकरण नहीं मिला?,ham
"ठीक है, कुछ चल रहा है?",ham
"हाँ उम्मीद है, अगर टायलर ऐसा नहीं कर पाता तो मैं शायद थोड़ा सा पूछ सकता हूँ",ham
पृष्ठ भाग नहीं पता कि मैं कितना जिद्दी हूं। मैं हॉस्पिटल भी नहीं जाना चाहता था। मैं मार्क से कह रहा हूं कि मैं बेकार नहीं हूं। अस्पताल में विकलांग लोगों के लिए होते हैं।,ham
आपने मेरे बारे में क्या सोचा। पहली बार आपने मुझे कक्षा में देखा था।,ham
"एक ग्राम आम तौर पर &lt;#&gt; की तरह है, हालाँकि आधा आठवाँ भाग अधिक स्मार्ट है और आप &lt;#&gt; के लिए लगभग पूरा दूसरा ग्राम है",ham
आपकी जानकारी के लिए बता दें कि x को कल सुबह जल्दी जाना है लेकिन वह आज रात हमारे घर पर ही रुकेगा,ham
"वाह। मुझे कभी नहीं पता था कि आप अपने आवास से इतने करीब थे। मुझे लगा कि आपको यह पसंद आया, क्योंकि मैं अपना सर्वश्रेष्ठ कर रहा था और आप हमेशा ""गुफा"" के बारे में बहुत खुशमिजाज थे। मुझसे खेद है कि मैंने ऐसा कुछ नहीं किया और मेरे पास और कुछ नहीं है। मुझसे खेद है कि मैंने प्रस्ताव दिया। मुझसे खेद है कि आपका कमरा इतना शर्मनाक था।",ham
क्या आप जानते हैं कि मल्लिका शेरावत ने कल क्या किया था? अभी जानें @ &lt;URL&gt;,ham
"क्षमा करें, मैं बाद में बातचीत में फोन करूंगा।",ham
बताओ तुम कहाँ हो?,ham
हां..गौती और थ्री-थॉथिक डेयरी सीरीज से बाहर।,ham
एक डॉलर का ख़रीदारी ख़रीदारी के लिए अपने घर जाएँ समय। मैं हिल भी नहीं सकता। मुझे दर्द हो रहा है।,ham
हा हा हा अच्छा मजाक है। लड़कियाँ हालात की तलाश में रहती हैं।,ham
यह IQ जांच का एक हिस्सा है,ham
"क्षमा करें, मेरे रूमेट्स को बहुत समय लग गया, क्या यह ठीक रहेगा अगर मैं अब तक आ जाऊँ?",ham
"ठीक है, मैंने हेयर ड्रेसर से दस्तावेज़ की जांच की, उसने कहा कि वह बहुत छोटा कट चाहती है। उन्होंने कहा कि जब तक मैं अच्छा नहीं लगूंगा, तब तक कट कर दूंगा।",ham
"आज ""गीत समर्पण दिवस"" है.. आप मुझे कौन सा गीत समर्पित करेंगे? इसे अपने सभी मूल्यवान दोस्तों को नाम दें, लेकिन पहले मुझे उत्तर दें...",ham
मैं इस महीने के अंत में आवेदन की योजना बना रहा हूं।,ham
किस्मत वाले आदमी...तो पैसे बचा सकते हैं...ही...,ham
"कक्षा समाप्त हो गई, तुम कहाँ हो?",ham
हाय बेब मैं घर पर हूँ अब कुछ करना चाहोगी? XX,ham
क..क:)आप कहां हैं?आपने कैसा प्रदर्शन किया?,ham
अब आप मुझे फोन कर सकते हैं...,ham
मैं मंचन का इंतजार कर रहा हूं। जब भी आप फ्री हों तो मुझे कॉल करें।,ham
ये अच्छी बात है. मैं एक सज्जन व्यक्ति हूं और आपके साथ सम्मान और गरिमा के साथ पेश आऊंगा।,ham
आप मुझे लोग बहुत पसंद करते हैं:) लेकिन मैं बहुत शर्मिला हूं पापा।,ham
&lt;#&gt; या उसके बाद काम नहीं करता,ham
यहां ऐसा नहीं है। अभी भी नौकरी की तलाश है। वहां कितने कमेट हैं?,ham
"क्षमा करें, मैं बाद में फोन करूंगा",ham
क. आपने मुझे अभी फ़ोन क्यों किया था?,ham
ठीक है मैं घर के रास्ते पर हूँ हाय हाय,ham
आप उस आदमी की जगह पर होंगे,ham
"हां, अगला निरीक्षण.",ham
"मैं बाद में कॉल करता हूं, नेटवर्क नहीं है। अगर पता हो तो मुझे एसएमएस कर देना।",ham
सच में तुम कब आ रहे हो? बस मुझे 2 और टिकटें और एक और जैकेट चाहिए और मेरा काम हो गया। मैंने सबसे पहले अपनी सारी मल्टीज का इस्तेमाल किया था।,ham
"हाँ, मैंने इसे बनाने के लिए भूखापन शुरू कर दिया था, लेकिन दर्द फिर से शुरू हो गया, इसलिए मैं फिर से जाग गया। कारखानों में भी डबल सिक्के हैं। अपने मुझे सभी नाइट्रोस को कैश में पुनः प्राप्त करना होगा।",ham
मैं वास्तव में आज रात तक इसके लिए तैयार नहीं हूं बेब,ham
"इला कानो, ऑनलाइन डाउनलोड, आओ वेन फ्री..",ham
"हाँ, ऐसा करो! लेकिन बहुत पास मत रहो- संरक्षण कुछ लग जाएगा!",ham
मुझे किसी भी व्यक्ति के लिए क्षमा करें। क्या यह ठीक रहेगा अगर हम किसी और रात मिलें? मैंने दो का समय कैजुअल्टी में कहा और इसका मतलब यह है कि मैंने कल से अपना कोई भी काम नहीं किया है और मेरा सारा समय बर्बाद हो गया है और वह सब इसमें शामिल है। क्षमा करें।,ham
"खुशियों में मुस्कुराहटें, दर्द में मुस्कुराहटें, जब मुसीबत बारिश की तरह चमकती है तो मुस्कुराओ, जब कोई रोशनी में चमक दे तो मुस्कुराओ, क्योंकि अभी भी कोई भी बारिश की तरह चमकती हुई देखना चाहता है!",ham
बाद में ब्रेकअप की योजना नहीं है। मैंने पहले ही जांच कर ली थी कि दोपहर में केवल 530 शो ही आए थे। क्या आपने पहले ही काम ख़त्म कर लिया है?,ham
थ्रीडी फिल्म देख रहे हैं...आप क्या हैं?,ham
मैं नवीनतम हूँ। जब हम पूरी पढ़ाई करेंगे तो हमें बहुत सारा लोन चुकाना होगा।,ham
"नमस्ते। सप्ताह ठीक हो रहा है - अब नेटवर्क पर हूँ! हाँ, छोटी सी दौड़ के लिए निकला हूँ। भूल गया कि मेरे लिए चार बजे हेयरड्रेसर के पास का अपार्टमेंट है, इसलिए मुझे पहले घर खरीदना है। आपको इससे क्या परेशानी होती है?""",ham
मैं एक कप फ़िल्मी एनीमेशन हूँ,ham
कृपया मुझे अब और संदेश न शेयर करें। मेरे पास आवेदन के लिए और कुछ नहीं है।,ham
"ठीक है, अपनी कीमत बताओ, जब तक यह वैध हो! मैं उन्हें कब उठा पाऊंगा? आपके पास x ams xx है",ham
मैं अभी भी कार के फीचर्स की तलाश कर रहा हूं। और अभी तक ड्राइविंग टेस्ट भी नहीं दिया गया है।,ham
"वाह। आप सही कह रहे हैं! मेरा ऐसा करने का कोई इरादा नहीं था। मुझे लगता है कि एक बार जब मैंने बोस्टन के लोगों को छोड़ दिया और अपना खोज स्थान NYC कर लिया, तो कुछ बदल गया। क्योंकि मेरे साइनाइन पेज पर अभी भी बोस्टन लिखा हुआ है।",ham
उमा मेरी जिंदगी और वावा उमा को बहुत प्यार करता हूं प्रिय,ham
मेरे जन्मदिन पर आपकी शुभकामनाओं के लिए बहुत-बहुत धन्यवाद। मेरे जन्मदिन को यादगार बनाने के लिए आपका धन्यवाद।,ham
"ठीक है, जब मेरे पास कुछ पैसे आ जायेंगे तो मैं आपसे संपर्क करूँगा।",ham
मेरा दूरसंचार पता कैसे परीक्षण करें कि मेरा कंप्यूटर एक Minecraft सर्वर नहीं है,ham
मुझे पता है! क्रोधी बाबू लोग। मेरी माँ ने कहा था कि बेहतर होगा कि तुम झूठ बोलो। फिर भी मैं हमेशा मजाक करने वाला ही हूं...,ham
चिंता मत करो. मुझे लगता है वह साझेदारी में है.,ham
रिसर्च का बहुवचन क्या है?,ham
रात को खाने के लिए जा रहा हूं।बाद में आपको मैसेज भेजा जाएगा।,ham
इससे मुझे कोई परेशानी नहीं है क्योंकि मुझे नई चीजें पसंद हैं। लेकिन मुझे डर है कि तुम भी मेरी तरह नहीं हो। क्योंकि मैंने बहुत जोर से नहीं कहा।,ham
"वा, आपका प्रारंभिक वाक्य बहुत प्रभावशाली है... वैसे, मैं भी ठीक हूं, बस मैं बहुत ज्यादा खा रहा हूं और वजन बढ़ा रहा हूं... हाहा... तो कुछ खास हुआ?",ham
"जैसे ही मैं अपने केबिन में गया, मेरे पीए ने कहा, ''हैप्पी बर्थडे बॉस!!''। मुझे बहुत बुरा लगा। उसने मुझे आदर्श के लिए बुलाया। ऊँट के बाद उसने मुझे अपने अपार्टमेंट में आमंत्रित किया। हम वहां गए।",ham
"हाँ, हमें शुक्रवार को करना चाहिए - टॉर्टिला के लिए अंडा-आलू की मात्रा निर्धारित करनी चाहिए!",ham
हम्म...मेरे चाचा ने मुझे अभी बताया कि वे सीधे स्कूल जा रहे हैं। तो कृपया खाना खरीद लें।,ham
यह मेरा नया पता है - सेब और जोड़ा और वह सब बक्साउल,ham
मैं आज साओ म्यू जा रहा हूँ। दोपहर 12 बजे ही हो जायेंगे,ham
Ãœभविष्यवाणी क्या आप खरीदारी कब तक समाप्त करेंगे?,ham
"अच्छी बात है, कृपया।",ham
"बस आपको यह बता दूं कि येटुंडे ने अभी तक पैसे नहीं भेजे हैं। मैंने उसे बस एक मैसेज भेजा है कि पैसे की ज़हमत न उठाओ। तो यह सब खत्म हो गया है, आपको इसमें शामिल होने वाली किसी भी चीज़ का डूबना नहीं है। मुझसे पहले ही आप पर कुछ भी पोज़िशन नहीं होना चाहिए, इसलिए मैं इसके लिए माफ़ी चाहता हूँ।",ham
तुम होटल रूम में क्या हो?,ham
"हे लड़की. तुम कैसी हो? आशा है कि तुम ठीक हो, मैं और डेल वापस आ गये हैं! फिर से बहुत समय हो गया, कोई सी नहीं! कुछ समय पहले मुझे कॉल करो, लुसी से",ham
क..क:)इसकी कीमत कितनी है?,ham
मैं घर पर हूँ।,ham
"प्रिय, कल फ़ोन करेगा। कृपया व्यवस्था करें।",ham
पहले मेरे प्रश्न का उत्तर दो।,ham
मेरे पास केवल एमएसएन है। यह yijue@hotmail.com है,ham
वह यहीं है. तुम उसे बुलाओ और उसे मिलो,ham
नहीं नहीं. मैं अस्पताल से पहले सभी माइक्रोस्कोप की जांच करता हूं,ham
मिल... मैं टाइप करने में अल्फ हूं... मैं इलेक्शन में भूल गया... मैंने एक स्टॉल असेसमेंट किया लेकिन बहुत अच्छा नहीं लगा...,ham
"के, जब तुम रास्ते में हो तो मुझे संदेश देना",ham
"सर, आपके मेल का इंतजार है।",ham
"एक प्यारा विचार: ""प्यारे लोगों के लिए छोटी-छोटी चीजें बनाने से न थकें.."" क्योंकि..कभी- कभी-कभी-कभी-कभी छोटे-छोटे लोग अपनी हड्डियों में सबसे बड़ी जगह बना कर बेचते हैं.. अच्छी रात8",ham
मुझे पता है तुम हो। क्या आप कृपया पीछे का दरवाज़ा खोल सकते हैं?,ham
"हां, मिलते हैं, बिलकुल नहीं",ham
"मुफ़्त इंटरनेट! इस महीने के लिए अनलिमिटेड इंटरनेट आउटलेट। 98765 पर ""नेट"" रिकॉर्डिंग के लिए एक्टिवेट करें।",spam
"बधाई हो! आपने ₹1,00,000 की नकदी जीत ली है। क्लेम करने के लिए तुरंत 0987654321 पर कॉल करें।",spam
मुबारक हो! आपके टिकट नं. 12345 ने कार निर्माता है। तुरंत संपर्क करें 0908765432।,spam
"आज का भाग्य विजेता! ₹5,000 का पुरस्कार, ""जीत"" को 67890 की कमाई हुई।",spam
मुफ़्त यात्रा! अपने परिवार के लिए मुफ़्त दुबई यात्रा जीतें। जानकारी के लिए 0123456789 पर कॉल करें।,spam
अर्जेंट! आपने ₹2 लाख जीत लिए। तुरंत 0981234567 पर कॉल करें।,spam
आप जीत गए हैं! आपकी लकी आईडी 7890 को $500 का पुरस्कार मिला है। अभी कॉल करें।,spam
"धन्यवाद आपके ई-मेल ने ₹25,000 की जीत ली है। दावा करने के लिए कॉल करें।",spam
"बस आज! ₹10,000 कैश बैक का मौका। ""CLAIM"" राइटर्स।",spam
मुफ़्त क्रूज़ टिकट जीतें! संपर्क करें 1234567890 पर अभी।,spam
"विशेष ऑफर! ₹50,000 की खरीदारी के लिए कॉल करें।",spam
"फास्ट लोन टिकट ₹5 लाख तक, बिना क्रेडिट चेक के। अभी संपर्क करें।",spam
"कोई भी क्रेडिट स्कोर हो, हमें फोन करें 08001234567 और तुरंत लोन पाएं।",spam
गृह स्वामी और किरायेदारों के लिए विशेष ऋण प्रस्ताव। कॉल करें.,spam
कोई डाउनपेमेंट नहीं! ₹10 लाख तक लोन। अभी संपर्क करें।,spam
इंस्टेंट लोन - कम ब्याज दर ₹5 लाख तक।,spam
"ऑनलाइन अप्लाई करें और ₹2 लाख तक बुक करें, कोई गारंटर नहीं चाहिए।",spam
आपके लिए नो-कॉस्ट लोन का ऑफर! फ़ोन करें।,spam
अगर पहले मना किया था तो भी हमें कॉल करें और लोन लें।,spam
6 महीने तक कोई ईएमआई नहीं। अभी ₹5 लाख तक लोन लें।,spam
घर के लिए खास लोन ऑफर! अभी 0908765432 पर संपर्क करें।,spam
"घर बैठे काम करें और ₹50,000 प्रति महीना कमाएं। अभी आवेदन करें!",spam
"विदेश में नौकरी, कोई अनुभव जरूरी नहीं। नामांकन के लिए कॉल करें।",spam
उच्च पद वाली नौकरी - कोई डिग्री आवश्यक नहीं। तुरंत अप्लाई करें।,spam
मुफ़्त वर्कशॉप दस्तावेज़ के साथ विदेश में काम करें। आज ही कॉल करें।,spam
"₹30,000 की नौकरी। कॉल करें और तुरंत शुरू करें।",spam
संयुक्त अरब अमीरात में नौकरी के साथ ₹1 लाख मासिक वेतन। नामांकन के लिए कॉल करें।,spam
वर्कशॉप होम से - बस ₹500 नामांकन शुल्क। आज ही संपर्क करें।,spam
"अब घर बैठे नौकरी करें। ₹60,000 प्रति मंहगाई।",spam
"नया ऑफर - ₹50,000 मासिक वेतन के साथ तत्काल नौकरी।",spam
"अनुभव के बिना ₹40,000 प्रति लागत। आवेदन करें।",spam
"फ्रीकटेक्ट! बस ""मुफ़्त"" रिकॉर्डिंग 67890 पर।",spam
"विशेष ऑफर, हर महीने 1000 एसएमएस मुफ़्त। अब सक्रिय करें।",spam
₹1000 का मुफ़्त परमिट कार्ड। 0987654321 पर संपर्क करें।,spam
"100% कैशबैक का मौका, ""जीत"" 12345 टुकड़े पर।",spam
निःशुल्क उत्पाद खरीदें - कॉल करें और अभी पंजीकरण करें।,spam
विशेष ऑफर! अपना मुफ़्त परमिट पैक टिकट। कॉल करें.,spam
"मुफ़्त इंटरनेट एक्टिवेट करें, ""DATA"" क्रिएटर्स।",spam
"आज ही मुफ़्त 5GB डेटा देखें, 98765 पर ""मुफ़्त"" रीलिंक्स।",spam
साइट मुफ़्त - आज ही सब्सक्राइब करें और विशेष लाभ प्राप्त करें।,spam
"अपने फ़ोन पर विशेष ""मूवी पास"" मुफ़्त में देखें। जानकारी के लिए संपर्क करें।",spam
अर्जेंट नोटिस - आपका खाता 24 घंटे में बंद हो जाएगा। अभी संपर्क करें।,spam
महत्वपूर्ण सूचना - आपके पास अनारिदम पुरस्कार है। 1234567890 पर संपर्क करें।,spam
"आपके लिए अंतिम चेतावनी! ₹5,000 का कैश डिस्काउंट का दावा करें।",spam
संभावना - आपका नंबर 500 फ्री मिनट अंकित है। तुरंत 0987654321 पर संपर्क करें।,spam
अंतिम कॉल - आपका विशेष ऑफर समाप्त हो रहा है। संपर्क करें।,spam
अर्जेंट संदेश! आपका पुरस्कार माफ किया जा सकता है। दावा करें।,spam
"एक्शन चाहिए - आज ही ₹10,000 का इनाम।",spam
तत्काल संपर्क करें - आपका डेटा समाप्त होने वाला है। विस्तार करें.,spam
www.Applausestore.com से MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop।,spam
आप अगले 24 घंटों के अंदर अपना टोन प्राप्त करेंगे। नियमों और ड्राइवरों के लिए कृपया चैनल यू टेलीटेक्स्ट पृष्ठ 750 देखें।,spam
"अत्यावश्यक! आपके मोबाइल नंबर पर 02/09/03 को ₹2,00,000 का बोनस बोनस पुरस्कार मिला है! यह आपसे संपर्क करने का हमारा दूसरा प्रयास है! 0871-872-9755 BOX95QU पर कॉल करें।",spam
"बधाई हो! नोकिया 3650 वीडियो कैमरा फोन आपका है। कॉल करें 09066382422, कॉल की कीमत 150पीपीएम है। औसत कॉल 3 मिनट का। 16+ मोबाइल पर अलग हो सकते हैं। 300603 को बंद करें, पोस्ट करें BCM4284 Ldn WC1N3XX।",spam
क्या आप काफी अनोखे हैं? 30 अगस्त से जानें www.areyouunique.com,spam
2004 से 500 नए मोबाइल डाउनलोड! टेक्स्ट: नोकिया से नंबर: 89545 और अपना आज ही प्राप्त करें! सिर्फ 1 रु. से www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18,spam
500 सीडी वाउचर या 125 गिफ्ट्स की भव्यता के साथ आपको बधाई और मुफ्त प्रवेश 2 100 सप्ताह ड्रा टीएक्सटी म्यूजिक से 87066 टीएनसीसीएस www.Ldew.com1win150ppmx3age16,spam
आपकी रिंगटोन सेवा बदल गई है! 25 मुफ़्त क्रेडिट! सामग्री के लिए अभी Club4mobiles.com पर जाएं! रुकना? txt क्लब स्टॉप 87070 पर। 150पी/सप्ताह क्लब4 पीओ बॉक्स1146 एमके45 2डब्ल्यूटी,spam
केवल दिसंबर! क्या आपका मोबाइल 11 महीने+ था? आप नवीनतम रंगीन मोबाइल कैमरे को निःशुल्क अपडेट करने के लिए नामांकित हैं! मोबाइल अपडेट कंपनी के नंबर 08002986906 पर निःशुल्क कॉल करें,spam
"अभी अपडेट करें - क्रिसमस ऑफर! नवीनतम मोटोरोला, सोनी एरिक्सन और नोकिया और मुफ़्त इलेक्ट्रॉनिक्स! ऑरेंज पर डबल मिनट और 1000 टेक्स्ट। MobileUpd8 पर 08000839402 पर कॉल करें या कॉल करें2optout/F4Q=",spam
यहां आपका एक कोड RP176781 है। आगे के अभ्यास को रोकने के लिए उत्तर रोकें। www.regalportfolio.com। ग्राहक सेवा 08717205546,spam
"आपने 10,000 रुपये नकद या 20,000 रुपये का पुरस्कार जीता है! दावा करने के लिए, 09050000327 पर कॉल करें",spam
आपके पास एक महत्वपूर्ण ग्राहक सेवा की घोषणा की गई है। अभी निःशुल्क फ़ोन 08005420825 पर कॉल करें!,spam
22 दिन के लिए शुरुआत! 2024 रुपये के लिए आपको प्रतिदिन नवीनतम समाचार और नतीजे जारी किए जाएंगे। हटाने के लिए 83222 पर टीएक्सटी स्टॉप रिकॉर्डिंग प्राप्त करें,spam
"88800 और 89034 प्रीमियम फोन सेवाएं हैं, 08718711108 पर कॉल करें",spam
एफए कप फाइनल फाइनल के लिए 2 सप्ताह के लिए अंतिम प्रवेश: प्रवेश 21 मई 2005 तक। प्रवेश एसोसिएटेड प्रश्न प्राप्त करने के लिए 87121 पर एफए लिपि (मानक पाठ दर) नियम एवं शर्त लागू 08452810075over18's,spam
विजेता!! एक मूल्यवान नेटवर्क ग्राहक के रूप में आपको 900 रुपये का पुरस्कार प्राप्त करने के लिए चुना गया है! दावा करने के लिए 09061701461 पर कॉल करें। दावा कोड KL341। केवल 12 घंटे के लिए वैध।,spam
"अत्यावश्यक! आपने हमारे 1,00,000 रुपये के पुरस्कार जैकपॉट में 1 सप्ताह की निःशुल्क सदस्यता जीती है! टेक्स्ट करें: क्लेम टू नंबर: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",spam
07732584351 - MSG = हमने आपको हमारे एसएमएस के जवाब में एक निःशुल्क नोकिया मोबाइल + निःशुल्क सिम के लिए कॉल करने का प्रयास किया। कृपया कल डिलीवरी के लिए अभी 08000930705 पर कॉल करें,spam
"बधाई हो! 2 लोगों के लिए 1 साल का विशेष सिनेमा पास आपका है। अभी 09061209465 पर कॉल करें! C सुपरमैन V, मैट्रिक्स 3, स्टार वार्स 3, आदि सभी 4 मुफ़्त! bx420-ip4-5we. 150pm. इसे मिस न करें!",spam
"आपकी मुफ़्त रिंगटोन आपके द्वारा प्राप्त किए जाने का इंतज़ार कर रही है। पुष्टि करने के लिए बस पासवर्ड ""MIX"" को 85069 पर भेजें। अशर और ब्रिटनी को पाएँ।",spam
"सज्जन! हम आपसे संपर्क करने का प्रयास कर रहे हैं। पिछले सप्ताहांत के ड्रा से पता चलता है कि आपने 10,000 रुपये का पुरस्कार जीता है। 09064012160 पर कॉल करें। क्लेम कोड K52। केवल 12 घंटे वैध। 150ppm",spam
निजी! 07742676969 के लिए आपके 2004 के अकाउंट स्टेटमेंट में 786 अनरिडीम्ड बोनस पॉइंट्स दिखाए गए हैं। दावा करने के लिए 08719180248 पर कॉल करें पहचान कोड: 45239 समाप्त हो गया,spam
"अत्यावश्यक! हम आपसे संपर्क करने का प्रयास कर रहे हैं। पिछले सप्ताहांत के ड्रा से पता चलता है कि आपने 90,000 रुपये का गारंटीड पुरस्कार जीता है। 09061701939 पर कॉल करें। क्लेम कोड S89। केवल 12 घंटे वैध",spam
नेटवर्क ऑपरेटर। सेवा निःशुल्क है। नियम और शर्तों के लिए 80488.biz पर जाएँ,spam
"88066 से 88066 खोया 3,00,000रु मदद",spam
यह संदेश आपको GMW Ltd. द्वारा लाया गया है और यह मुफ़्त ऑफ़र से जुड़ा नहीं है,spam
भारत में 2004 के शुरू होने में 18 दिन बाकी हैं! आपको हर रोज़ सभी ताज़ा ख़बरों और नतीजों की जानकारी दी जाएगी। सदस्यता समाप्त करने के लिए GET RUPEE STOP लिखकर 83222 पर भेजें।,spam
रियलिटी फैंटेसी शो में आने का आपका मौका अभी कॉल करें = 08707509020 सिर्फ 20p प्रति मिनट NTT Ltd,spam
₹1 लाख मासिक वेतन के साथ UAE में नौकरी। रजिस्ट्रेशन के लिए कॉल करें।,spam
"सिर्फ आज! ₹10,000 कैश बैक का मौका पाएं। ""CLAIM"" लिखकर भेजें।",spam
CURGERAN! आपके मोबाइल नंबर को 5 पाउंड इनाम GUREEGEEEDEEEKEEEEENDE. 090909090909 को जमीन लाइन से बुला…,spam
"यदि आप नहीं करते हैं, तो आपका पुरस्कार किसी दूसरे ग्राहक के पास जाएगा. www.c.ti-c.Bi 18+ 150/Mhyfo T…",spam
अपनी LUUCY Hy Hy Hy Herty पूरे दिन WAN और मैं होटल में अकेला ब होगा होटल यू आकर्षक syys पर? कोर 2909..,spam
"1 साल के लिए विशेष हॉलिंग पास 2 के लिए जा रहा है। कॉल 09061246565 अब! Cueman Wort, स्टारv3, आदि सभी …",spam
"G8METCHES का स्वर 4 सभी भीड़ के सामने ८०० से लेकर 8007 रुपये के शीर्षकों के साथ प्रतिक्रिया: कमीन, S…",spam
अभी 1 लाख रुपये का इनाम जीतें। अधिक जानकारी के लिए यहाँ क्लिक करें।,spam
"विजेता बनें और 10,000 रुपये जीतें! जल्द से जल्द संपर्क करें।",spam
"फ्रीएम. क्षमा करें, एक सेवा तुमने 81303 से आदेश दिया है के रूप में आपके पास पर्याप्त क्रेडिट नहीं है…",spam
खास ऑफर! 30% की छूट पाने के लिए अभी ऑर्डर करें।,spam
मुफ्त डाटा पाने के लिए इस लिंक पर क्लिक करें।,spam
आपको बधाई! आपने 5 लाख रुपये जीते हैं। कृपया हमें तुरंत संपर्क करें।,spam
विशेष ऑफर! आज ही 50% की छूट का लाभ उठाएं। अभी कॉल करें।,spam
21 मई 2005 को एफए कप फाइनल जीतने के लिए 2 में मुफ्त प्रवेश। प्रवेश प्रश्न प्राप्त करने के लिए 87121 पर पाठ FA (std txt दर)T&C लागू करें 08452810075over18's,spam
आशा है कि आप अपनी नई सामग्री का आनंद ले रहे थे. पाठ 61610 तक आगे बढ़ने के लिए बंद करो. मदद: 0.807052…,spam
आपने एक मुफ्त यात्रा जीती है! अधिक जानकारी के लिए हमसे संपर्क करें।,spam
अभी 1 लाख रुपये का इनाम जीतें। अधिक जानकारी के लिए यहाँ क्लिक करें।,spam
"विजेता बनें और 10,000 रुपये जीतें! जल्द से जल्द संपर्क करें।",spam
आपका क्रेडिट कार्ड पुरस्कार के लिए पात्र है। जल्द ही कॉल करें।,spam
खास ऑफर! 30% की छूट पाने के लिए अभी ऑर्डर करें।,spam
यू 447801259231 पास एक गुप्त प्रशंसक है जो देख रहा है 2 यू के साथ संपर्क करें पता लगाएं कि वे कौन आर * प्रकट करते हैं जो यूआर को इतना विशेष-कॉल करता 09058094597,spam
आपको बधाई! आपने 5 लाख रुपये जीते हैं। कृपया हमें तुरंत संपर्क करें।,spam
विशेष ऑफर! आज ही 50% की छूट का लाभ उठाएं। अभी कॉल करें।,spam
लकी ड्रॉ में आपका नाम निकला है। पुरस्कार पाने के लिए तुरंत कॉल करें।,spam
आपका मोबाइल नंबर हमारे ड्रॉ में चुना गया है। अभी संपर्क करें।,spam
आपने एक मुफ्त यात्रा जीती है! अधिक जानकारी के लिए हमसे संपर्क करें।,spam
अभी 1 लाख रुपये का इनाम जीतें। अधिक जानकारी के लिए यहाँ क्लिक करें।,spam
"विजेता बनें और 10,000 रुपये जीतें! जल्द से जल्द संपर्क करें।",spam
"हमने आपसे संपर्क करने की कोशिश की, क्या आप एक वीडियो हैंडसेट की हमारी पेशकश पर आपका जवाब हैं? 750 कभी भी नेटवर्क मिनट? असीमित पाठ? कैमकॉर्डर? उत्तर दें या 08000930705 अभी कॉल करें",spam
खास ऑफर! 30% की छूट पाने के लिए अभी ऑर्डर करें।,spam
विजेता!! एक मूल्यवान नेटवर्क ग्राहक के रूप में आपको £ 900 पुरस्कार पुरस्कार प्राप्त करने के लिए चुना गया है! कॉल का दावा करने के लिए 09061701461। दावा कोड KL341। केवल 12 घंटे मान्य।,spam
आपको बधाई! आपने 5 लाख रुपये जीते हैं। कृपया हमें तुरंत संपर्क करें।,spam
विशेष ऑफर! आज ही 50% की छूट का लाभ उठाएं। अभी कॉल करें।,spam
"XXXMobileMovieClub: अपने क्रेडिट का उपयोग करने के लिए, अगले txt संदेश में WAP लिंक पर क्लिक करें या यहां क्लिक करें>> http://wap। xxxmobilemovieclub.com?n=QJKGIGHJJGCBL",spam
आपका मोबाइल नंबर हमारे ड्रॉ में चुना गया है। अभी संपर्क करें।,spam
आपने एक मुफ्त यात्रा जीती है! अधिक जानकारी के लिए हमसे संपर्क करें।,spam
अभी 1 लाख रुपये का इनाम जीतें। अधिक जानकारी के लिए यहाँ क्लिक करें।,spam
"विजेता बनें और 10,000 रुपये जीतें! जल्द से जल्द संपर्क करें।",spam
पुरुष! हम आपसे संपर्क करने की कोशिश कर रहे हैं। पिछले सप्ताहांत ड्रा से पता चलता है कि आपने £ 1000 का पुरस्कार जीता है। 09064012160 को कॉल करें। दावा कोड K52। केवल 12 घंटे मान्य। 150पीपीएम,spam
खास ऑफर! 30% की छूट पाने के लिए अभी ऑर्डर करें।,spam
मुफ्त डाटा पाने के लिए इस लिंक पर क्लिक करें।,spam
आपको बधाई! आपने 5 लाख रुपये जीते हैं। कृपया हमें तुरंत संपर्क करें।,spam
विशेष ऑफर! आज ही 50% की छूट का लाभ उठाएं। अभी कॉल करें।,spam
"इंग्लैंड बनाम मैसेडोनिया - गोल / टीम समाचार याद मत करो। अपनी राष्ट्रीय टीम को 87077 पर TXT करें जैसे इंग्लैंड से 87077 कोशिश:वेल्स, स्कॉटलैंड 4txt/Ì1/41.20 POBOXox36504W45WQ 16+",spam
आपका मोबाइल नंबर हमारे ड्रॉ में चुना गया है। अभी संपर्क करें।,spam
आपने एक मुफ्त यात्रा जीती है! अधिक जानकारी के लिए हमसे संपर्क करें।,spam
